sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
18.267,9.257,0.687,1.750,15.466,5.066,0.393,36.978,2.697,0.400
3.102,2.167,14.224,2.239,26.684,14.187,22.516,32.288,6.769,6.736
25.886,35.511,0.400,8.352,0.624,0.983,0.650,10.461,0.262,21.433
2.215,22.239,12.742,0.247,6.608,5.875,16.300,30.588,1.658,47.128
18.371,3.233,0.512,29.929,4.310,23.410,0.990,2.109,0.435,10.587
27.401,29.907,0.814,23.161,9.995,39.837,29.823,1.443,0.507,46.493
23.848,5.866,6.765,7.572,17.487,19.449,19.344,10.635,10.337,4.007
6.351,33.952,7.728,5.871,3.023,7.991,14.581,4.985,10.720,3.128
10.491,19.331,4.264,46.856,8.524,5.886,16.123,1.095,34.433,44.132
25.227,6.880,2.299,8.989,7.315,1.471,11.635,4.748,2.172,6.457
35.606,21.351,25.073,25.705,5.036,1.991,2.577,17.207,11.332,28.048
18.278,13.681,1.340,8.415,20.579,24.738,8.359,31.637,7.031,13.550
2.861,1.818,5.762,22.184,9.624,10.009,45.849,6.798,3.977,19.775
24.437,10.991,10.962,8.459,34.493,17.962,9.178,0.967,45.853,17.588
11.993,0.277,6.588,3.135,9.569,0.755,11.320,4.989,17.640,3.624
11.652,19.708,14.757,3.906,4.473,7.866,39.036,1.566,0.230,37.924
9.464,16.908,14.593,5.870,8.237,10.523,12.174,0.578,32.691,40.769
7.507,16.042,0.477,29.541,1.880,5.523,3.467,15.884,40.461,8.677
25.372,15.733,13.685,21.382,23.243,15.054,30.613,6.482,0.286,2.440
0.206,6.891,11.971,3.392,2.013,45.292,6.502,29.104,0.731,8.231
0.665,1.458,1.456,5.408,17.763,17.297,9.932,12.796,1.074,3.531
2.410,0.702,7.582,8.963,1.866,27.020,1.701,7.518,22.230,5.301
2.730,0.694,10.760,19.992,1.021,8.959,37.692,11.097,7.054,44.957
4.827,1.585,7.497,1.904,0.690,25.664,5.429,8.666,2.464,8.735
12.723,21.198,15.920,13.954,9.437,2.987,10.475,40.412,31.202,2.443
1.213,29.498,9.093,19.666,3.569,27.100,11.242,18.347,15.237,19.843
34.599,4.798,4.960,2.990,11.192,3.359,4.949,3.539,2.643,6.805
19.874,5.112,1.152,18.138,3.660,11.708,8.496,3.222,2.449,4.107
23.305,14.015,12.397,6.099,5.885,13.650,22.715,2.785,28.174,4.766
43.124,19.324,6.239,12.800,36.761,11.321,4.315,28.711,9.892,37.263
3.403,7.127,12.462,5.522,15.116,37.922,15.222,4.049,33.827,35.134
15.529,21.466,4.642,1.577,14.153,0.559,12.429,19.827,10.263,0.903
9.359,1.752,0.931,12.859,22.593,4.372,23.494,8.679,6.687,39.175
5.344,11.878,0.928,5.558,14.713,0.050,2.278,8.869,2.374,19.002
30.633,2.152,10.156,29.893,8.671,22.568,0.938,21.064,22.661,5.827
26.127,9.689,14.400,20.913,29.944,3.802,1.953,3.575,1.193,1.957
10.500,3.638,0.061,15.018,22.638,9.609,19.746,4.248,12.544,5.047
15.974,13.421,8.633,2.450,3.845,7.810,25.498,39.451,2.574,4.196
14.418,1.484,31.907,10.340,12.716,12.714,8.483,7.002,3.272,12.494
2.126,14.412,8.235,10.368,16.413,3.894,47.709,5.082,20.384,31.458
0.785,21.603,9.242,23.882,24.357,20.323,19.635,14.920,2.534,3.353
0.810,42.921,0.488,21.865,7.171,6.915,10.680,0.828,5.226,2.205
1.222,17.634,10.729,2.766,10.768,7.169,8.863,29.023,1.895,21.856
1.003,24.363,0.394,2.468,17.696,2.525,9.776,5.759,21.744,12.381
6.971,7.299,30.130,2.987,13.977,14.108,4.457,11.909,3.810,9.468
12.320,8.984,22.334,0.438,0.361,4.787,10.905,10.133,36.151,0.007
21.366,3.426,28.506,25.980,13.211,6.708,6.173,0.491,26.264,2.774
40.931,44.861,44.434,38.550,6.803,13.081,2.970,10.759,17.992,8.623
5.489,0.262,8.921,0.490,14.208,23.761,20.353,8.491,17.098,17.315
39.087,9.031,30.486,27.172,5.789,32.471,9.763,0.191,14.064,1.321
18.928,6.772,1.790,11.818,0.287,8.748,32.196,22.440,4.122,7.986
0.651,35.518,0.245,2.783,10.448,4.028,8.627,1.912,16.977,5.007
3.874,10.991,16.268,11.642,28.412,2.748,3.576,3.814,1.567,29.996
5.286,6.439,5.614,9.255,45.902,12.589,21.897,9.809,5.252,7.431
0.379,5.063,16.373,0.620,1.531,33.929,11.540,0.117,25.221,12.893
3.108,28.424,17.209,44.815,11.633,5.520,15.564,7.015,30.484,11.395
14.137,0.515,5.589,18.044,0.221,0.018,21.683,34.399,8.060,25.445
2.460,41.385,40.691,0.691,6.187,7.433,8.604,1.887,1.714,25.305
12.861,7.030,6.713,12.583,2.310,0.330,25.430,16.097,7.500,4.743
18.219,23.384,39.832,7.113,4.847,41.447,6.530,3.811,28.543,13.865
18.057,11.366,6.912,11.865,11.457,13.494,0.825,18.061,6.081,30.617
8.622,15.754,17.527,8.233,5.772,0.242,6.346,14.048,9.717,24.315
15.973,4.334,8.050,10.409,14.888,17.984,26.386,0.032,22.130,1.516
0.747,2.561,9.628,5.572,34.046,30.798,2.842,4.275,4.507,2.326
0.125,2.151,1.339,23.555,11.568,22.407,1.649,9.576,12.714,1.148
4.826,12.765,33.457,2.438,0.521,13.791,35.252,7.814,8.712,0.357
23.640,0.235,6.621,3.609,17.091,0.911,10.280,0.665,33.562,1.812
1.251,26.423,29.559,1.836,18.439,5.963,14.265,41.818,23.147,0.563
34.666,43.370,13.500,2.726,16.183,3.064,1.634,0.070,7.132,21.069
27.034,5.949,6.232,43.217,36.113,10.651,4.916,11.057,1.261,2.775
18.696,17.369,12.389,23.024,4.831,22.470,43.580,15.455,42.545,8.604
13.974,5.403,25.017,4.692,8.156,28.267,5.165,29.010,15.582,15.867
0.257,26.038,24.246,16.342,2.854,2.394,38.393,21.195,3.643,4.694
5.100,1.923,12.048,13.926,38.490,41.930,20.183,1.466,24.543,22.153
0.748,4.933,13.828,16.210,5.222,29.823,19.846,2.060,2.108,23.756
6.816,27.946,5.721,3.689,7.928,17.750,14.615,46.019,5.457,32.582
9.176,7.145,3.045,32.784,2.948,0.379,13.789,26.827,0.719,39.391
9.505,3.575,31.380,3.060,38.609,0.963,41.229,12.983,5.217,0.066
14.417,14.800,25.482,38.551,5.239,1.954,7.572,5.533,16.484,14.223
12.626,3.923,14.238,27.826,2.201,0.141,3.906,29.116,10.989,0.363
8.320,1.640,12.158,14.328,1.148,8.130,11.836,33.815,19.282,3.298
24.864,12.718,8.308,27.113,4.946,6.575,21.549,0.763,0.457,0.429
2.443,17.791,21.186,3.505,38.324,4.446,17.013,20.142,22.992,20.007
34.168,46.211,0.038,0.220,22.682,38.719,18.928,34.714,5.880,9.695
1.642,19.890,4.912,1.920,44.853,5.975,12.674,11.150,2.636,1.294
10.159,13.589,26.535,12.316,0.689,26.138,16.160,23.176,23.477,39.102
1.377,5.976,14.734,19.533,32.264,3.923,8.286,17.605,5.951,2.896
5.588,19.932,8.854,1.250,15.874,28.509,44.778,11.065,3.288,36.490
21.856,1.386,17.514,0.848,2.095,3.587,40.778,8.566,2.148,13.747
3.105,4.061,6.482,4.457,4.462,17.598,16.919,3.230,9.980,6.665
11.255,8.675,36.943,12.722,19.688,5.529,11.052,27.832,10.518,15.248
0.427,5.224,25.662,8.151,16.345,18.906,6.156,1.429,0.969,2.615
3.007,1.359,7.787,0.857,5.606,4.482,3.186,1.498,13.871,9.930
17.400,33.155,5.738,3.210,14.205,20.404,2.803,18.886,18.157,22.796
21.928,0.307,7.761,25.993,12.799,16.709,4.550,8.550,3.431,6.812
3.515,22.495,1.672,3.851,15.414,6.164,20.145,40.108,28.308,15.944
2.146,8.687,30.253,3.745,10.909,3.161,0.110,8.131,4.951,45.274
6.075,5.116,0.964,7.072,8.719,10.332,35.873,17.352,0.763,25.936
2.294,19.853,0.705,5.721,11.448,5.242,9.805,6.140,22.674,13.620
15.792,8.080,23.834,9.453,15.946,1.826,7.008,9.179,1.627,4.665
45.436,3.227,3.136,13.421,19.345,1.350,35.886,15.889,25.503,23.150
2.922,0.234,7.530,7.958,1.392,20.960,0.187,38.657,25.323,21.762
1.566,22.118,12.451,7.331,4.947,4.696,2.678,0.040,24.561,1.097
21.364,23.621,14.842,21.971,22.601,0.717,36.585,9.497,11.157,12.958
44.045,2.780,34.304,10.786,2.695,11.854,0.313,5.711,7.627,11.551
2.904,41.013,21.873,19.629,16.715,24.797,22.049,7.548,9.384,0.129
7.820,12.246,16.308,1.778,36.516,25.526,10.064,14.426,4.610,0.617
11.260,13.301,39.284,15.550,1.885,3.495,11.442,10.173,12.449,2.652
16.302,15.797,21.002,5.980,35.089,10.606,4.781,11.229,2.691,39.476
9.835,25.031,11.708,9.145,10.449,1.741,21.633,4.939,9.734,20.555
1.129,8.128,0.305,34.821,12.981,23.595,18.132,0.296,5.536,7.626
32.657,9.666,16.181,20.508,3.117,0.771,32.925,14.503,21.655,11.124
0.945,17.065,18.338,27.613,15.064,6.214,13.684,11.787,46.972,1.713
26.547,22.615,4.285,1.202,2.278,8.747,9.459,19.282,1.666,0.125
2.949,40.584,0.197,0.439,18.368,8.984,1.105,13.753,4.237,2.330
12.615,2.320,0.013,5.453,1.933,19.909,1.527,11.512,23.899,14.179
9.843,41.307,0.197,3.351,3.692,15.098,22.429,19.552,0.230,25.777
22.179,8.277,36.595,2.625,7.875,23.911,25.560,6.906,13.295,6.566
18.185,2.807,14.661,31.845,15.705,19.444,3.132,0.880,47.463,2.586
25.006,7.120,2.961,4.791,32.136,6.129,13.227,1.240,1.230,12.768
19.982,1.028,12.592,9.949,9.867,17.918,7.580,5.960,3.992,0.047
19.265,18.387,1.323,3.236,16.222,0.160,4.553,6.953,3.411,38.031
31.247,19.774,12.405,7.784,12.201,6.994,1.236,17.651,15.265,9.179
1.126,4.025,2.084,11.205,46.880,3.770,0.287,1.113,2.214,4.956
1.851,12.456,8.296,0.198,2.897,0.726,0.645,8.431,3.889,22.852
0.911,0.197,0.764,18.958,27.358,9.687,39.997,0.097,19.769,3.935
16.385,1.531,6.889,1.911,7.381,7.975,0.712,13.643,8.842,21.956
15.932,8.978,5.443,24.170,4.603,2.153,14.199,19.717,24.786,3.953
14.563,0.016,0.040,34.042,3.445,8.750,3.220,4.987,37.008,30.995
40.369,12.392,11.977,16.861,24.582,10.795,0.774,4.184,13.908,21.970
38.833,10.071,14.279,19.272,5.438,10.043,7.274,12.004,4.872,2.005
9.419,42.287,30.632,31.453,2.408,0.729,6.675,29.652,1.166,1.309
23.223,18.534,8.302,9.521,4.528,9.501,3.196,28.965,34.928,19.809
2.898,5.949,11.055,1.072,11.629,24.206,14.251,0.021,7.887,5.719
0.456,6.963,3.986,7.356,29.649,4.733,3.726,1.606,7.737,4.308
19.722,24.369,0.158,0.387,14.236,36.691,9.913,4.982,0.200,4.678
17.968,22.295,5.357,24.253,1.732,0.984,0.569,8.537,10.615,8.864
3.850,0.391,3.926,38.402,10.940,14.190,12.856,0.431,1.603,22.340
21.054,0.670,4.990,11.103,36.416,27.908,16.071,4.035,5.607,1.890
3.486,14.377,6.268,14.443,5.385,27.299,10.539,4.617,20.973,29.143
14.281,9.390,4.023,1.289,0.905,2.646,23.719,31.578,5.096,4.851
21.018,0.168,7.573,10.659,42.237,21.768,0.433,7.317,6.348,0.807
22.203,17.787,12.767,7.308,26.616,0.924,13.400,15.919,5.583,21.882
5.369,28.062,6.140,35.282,0.910,10.731,13.999,1.318,3.355,8.990
11.599,12.628,1.723,25.921,1.221,6.513,21.399,5.815,25.485,0.556
29.013,6.866,1.884,3.260,22.987,10.075,33.945,1.512,20.509,7.891
24.814,8.522,11.793,1.722,31.994,4.139,1.044,8.087,27.506,22.434
3.429,2.853,4.818,36.796,18.530,15.260,3.636,3.838,2.813,7.998
1.484,6.878,21.817,10.412,0.257,4.304,25.355,19.183,1.503,34.222
22.016,9.086,0.643,29.007,1.518,5.471,10.815,10.794,20.156,16.067
17.538,4.497,17.207,3.389,6.455,1.790,30.616,41.566,29.962,0.478
9.947,14.224,0.038,13.576,0.872,10.169,0.967,34.450,14.182,20.019
2.110,32.162,37.345,1.091,22.691,15.013,17.470,32.371,29.723,3.593
7.674,2.804,28.786,1.969,2.361,1.350,27.389,9.285,0.633,8.454
7.897,15.981,1.992,9.036,35.488,12.512,4.322,21.617,5.413,30.361
9.269,16.965,1.860,14.182,16.008,18.075,11.568,10.851,6.437,16.289
0.191,9.215,19.518,27.468,9.634,7.163,5.992,11.120,33.553,25.410
0.197,2.295,0.543,5.182,6.375,42.115,9.415,14.491,0.149,11.015
0.890,18.865,0.304,16.424,19.811,0.396,36.379,30.726,21.821,15.421
39.312,6.455,5.989,19.016,26.716,8.554,8.536,28.899,0.721,40.492
17.962,30.680,6.255,1.193,6.288,3.443,6.284,10.133,22.276,12.397
2.039,0.972,8.006,28.274,2.939,8.787,8.786,34.043,25.024,10.646
5.567,38.849,8.438,1.513,3.037,3.953,9.541,5.320,11.007,3.870
3.733,6.097,12.563,14.184,11.065,7.820,2.281,1.347,9.964,24.909
13.315,13.447,16.696,3.009,22.794,4.933,2.487,7.415,18.933,40.046
2.676,7.434,2.073,4.678,21.629,3.304,36.678,4.012,37.412,14.820
36.667,2.354,16.450,23.339,36.027,15.807,17.344,16.997,36.931,32.543
1.033,2.828,3.476,0.347,19.739,12.552,8.840,21.879,4.706,3.607
33.787,5.098,19.411,18.353,4.561,16.739,0.333,20.443,0.497,18.974
8.582,23.758,2.870,40.331,16.576,19.936,29.796,1.310,6.903,4.565
10.702,2.076,1.105,11.928,7.084,0.612,10.988,14.734,21.868,27.046
0.438,15.982,17.215,28.778,4.769,0.652,2.361,33.668,14.892,1.811
9.979,10.750,38.421,28.169,37.628,12.217,12.473,17.541,2.609,10.725
15.371,4.125,2.318,1.620,17.411,0.862,0.594,4.258,14.738,21.615
7.820,11.552,9.070,1.677,33.409,18.933,22.909,15.137,5.139,25.358
20.014,11.298,1.717,6.051,2.516,10.611,6.679,8.575,21.939,2.344
34.336,35.567,3.100,1.650,2.303,0.395,40.250,3.177,22.332,10.204
2.710,4.110,23.472,2.526,8.426,2.093,6.201,30.762,9.634,5.587
28.621,3.225,12.250,6.030,6.007,9.104,3.357,35.196,5.767,23.082
1.905,8.335,6.933,7.756,8.221,14.709,0.414,23.413,7.239,11.242
0.921,29.262,0.776,9.320,17.528,15.418,6.567,12.394,4.582,12.481
11.038,21.179,1.224,0.279,29.421,9.667,1.923,9.646,0.676,26.488
29.333,4.404,11.585,15.242,5.532,6.437,8.384,9.503,4.281,6.644
13.564,5.788,9.582,1.467,29.569,0.270,18.836,4.691,14.437,18.348
2.241,16.674,3.154,29.520,9.218,21.133,1.172,4.789,8.945,28.112
8.201,1.706,2.102,0.361,42.524,10.173,2.013,0.514,3.276,18.007
4.097,3.737,36.623,2.347,18.482,6.160,37.606,5.610,15.548,20.198
17.620,2.231,16.646,10.018,2.763,27.706,2.944,3.714,28.583,18.025
13.952,37.892,4.471,2.331,26.749,4.764,14.966,4.897,34.897,3.215
7.158,23.398,40.202,6.013,0.443,21.698,17.131,0.500,5.126,20.437
35.757,0.378,8.054,38.509,10.623,2.975,1.308,5.203,6.187,9.816
26.365,1.777,37.547,16.996,4.879,23.897,12.948,5.051,11.562,16.063
0.685,29.353,4.797,13.960,5.325,26.315,5.225,4.996,16.545,14.943
7.416,3.345,22.526,30.644,16.356,32.666,10.831,6.036,14.068,16.761
6.593,16.096,1.608,18.701,3.168,7.770,6.134,7.489,42.631,4.209
34.631,2.983,19.080,11.064,8.730,7.891,13.203,19.289,23.557,0.834
22.678,2.920,4.790,27.427,0.921,5.374,7.632,30.804,15.761,8.732
28.413,4.625,4.914,27.281,12.248,21.170,11.851,1.702,26.455,18.838
2.184,15.180,3.741,4.989,0.790,0.657,27.926,10.530,5.580,14.112
6.311,3.629,10.112,12.654,8.128,16.494,4.426,34.467,16.588,2.480
8.422,20.047,1.124,31.378,31.553,32.909,1.254,20.260,13.839,27.039
16.448,5.128,0.192,1.170,11.622,13.092,7.262,32.510,3.044,1.533
25.844,5.653,9.358,6.651,16.953,20.596,2.502,4.953,25.064,6.113
1.593,7.002,39.485,15.519,32.217,29.477,0.484,5.219,8.020,0.592
34.353,30.159,18.048,25.109,11.723,2.137,3.444,11.712,20.669,5.948
24.874,0.978,1.150,3.810,28.017,8.577,25.719,2.251,0.920,21.181
3.355,1.170,3.838,24.667,12.023,26.331,30.888,6.236,13.945,18.354
11.545,5.593,24.853,13.056,4.447,1.746,46.249,8.197,2.403,8.904
3.323,35.314,4.373,0.123,3.961,20.513,39.858,1.349,33.676,7.066
19.792,16.859,36.523,0.126,8.540,7.916,32.826,12.663,22.955,10.541
18.052,20.416,7.310,6.255,1.080,6.445,1.666,20.155,0.931,11.120
28.696,13.877,0.986,10.675,9.357,37.033,0.810,0.726,23.365,9.578
19.367,8.400,0.764,19.917,3.338,28.471,4.233,16.238,3.758,2.721
13.633,21.898,28.969,5.517,23.754,0.685,25.151,34.285,2.516,6.246
4.332,1.188,21.760,8.554,11.233,7.932,4.791,0.065,3.103,13.876
23.772,12.609,10.575,2.440,2.821,8.205,23.270,0.582,4.740,2.347
0.494,48.774,3.191,8.740,3.500,9.191,6.186,8.098,5.545,14.748
17.602,26.968,23.738,21.262,28.617,1.466,25.270,3.575,7.622,18.588
22.096,10.728,38.906,7.766,18.483,2.239,27.974,31.154,4.000,12.304
35.533,8.867,17.348,17.139,4.464,1.518,0.709,13.180,39.791,18.641
0.188,7.979,0.492,5.341,1.672,14.772,8.978,6.060,3.323,0.013
35.050,9.531,1.501,16.535,3.439,13.312,4.144,8.853,12.317,11.956
20.301,24.188,33.555,0.215,36.822,6.329,4.802,11.689,4.445,10.410
2.520,5.165,10.626,1.541,38.908,13.090,9.436,18.844,8.273,1.797
9.250,0.346,26.223,16.556,21.505,14.759,10.778,14.233,33.646,9.035
3.336,12.294,10.482,2.945,30.668,20.944,18.271,2.003,1.742,24.658
11.036,24.788,0.881,9.742,22.406,9.400,8.371,6.776,26.513,3.479
8.765,22.222,9.408,17.891,11.876,15.477,0.197,19.836,20.885,3.419
10.977,6.796,2.079,0.206,0.373,6.668,16.786,24.820,27.343,0.531
12.856,13.356,5.878,12.215,25.541,25.898,5.602,7.806,36.721,22.136
27.158,26.649,2.179,11.389,3.173,15.575,21.788,0.404,8.531,8.047
28.316,0.738,26.114,27.895,32.423,10.480,0.562,10.089,14.234,6.103
11.685,30.529,16.552,38.806,30.899,3.980,11.968,13.338,6.567,10.892
2.175,0.594,23.446,20.725,7.753,24.599,5.412,21.788,12.036,39.340
5.772,14.860,28.444,5.724,22.192,37.988,27.620,10.465,37.102,0.853
18.456,2.801,32.656,13.664,0.176,18.530,13.491,10.936,4.144,45.278
20.242,5.921,27.557,6.520,42.261,7.947,7.761,10.037,21.634,6.208
4.978,13.226,35.156,3.552,1.221,14.738,0.751,5.132,4.479,26.239
23.589,27.081,38.190,14.340,15.690,33.290,1.870,4.142,0.881,32.811
2.707,2.283,12.093,8.593,8.819,8.617,1.561,3.078,5.042,11.358
24.289,22.346,1.293,7.184,3.576,19.644,5.541,6.081,27.257,1.677
14.781,16.608,1.628,19.765,30.865,31.140,30.677,12.254,9.411,20.421
25.632,30.084,28.542,16.166,21.819,6.054,2.923,2.659,2.301,7.457
17.470,7.662,2.939,32.339,1.151,3.043,4.715,32.151,22.274,8.050
9.244,2.104,2.737,24.228,7.353,20.132,16.379,0.236,5.721,4.573
13.613,22.467,40.637,16.354,45.151,39.704,6.958,25.943,13.661,10.488
10.156,20.955,31.769,14.964,17.940,16.153,4.928,14.985,2.185,20.422
1.630,25.719,27.094,12.959,0.354,0.686,29.928,14.201,26.919,1.651
6.493,3.118,6.581,1.086,6.842,23.431,8.996,8.461,34.430,11.939
23.769,0.572,8.270,10.284,8.073,4.061,4.394,4.830,13.334,19.808
17.114,18.277,2.377,1.013,0.658,14.635,19.920,20.842,11.031,14.481
22.198,6.686,0.236,3.785,13.887,1.717,6.930,4.016,23.470,27.675
3.759,8.934,5.106,0.488,10.269,47.670,26.054,4.690,1.780,0.375
11.655,2.700,25.228,2.595,6.209,40.089,8.308,5.026,9.496,9.488
1.396,31.343,1.792,8.587,8.330,4.166,28.593,5.066,4.000,4.778
3.903,12.088,7.317,8.872,8.066,1.845,28.464,4.238,5.987,20.917
0.398,12.389,32.757,1.722,15.261,5.447,1.566,10.327,27.709,39.180
0.876,1.333,24.077,24.419,0.699,23.006,0.175,2.605,5.664,9.625
8.825,6.860,37.400,9.095,4.986,39.730,9.261,14.081,5.078,29.418
4.731,3.714,6.909,0.400,0.373,10.504,0.776,14.481,20.667,15.990
11.624,2.464,16.312,5.897,3.422,2.258,0.167,11.117,20.258,7.206
4.975,0.436,7.221,16.429,11.404,6.533,9.307,6.692,9.014,4.346
32.781,5.876,12.334,23.007,6.465,22.119,21.681,18.058,6.037,1.949
10.899,3.184,1.832,8.616,2.744,5.408,22.989,8.334,17.710,6.703
9.991,0.968,22.297,1.301,4.937,7.083,30.423,2.984,5.022,3.458
15.150,9.631,6.901,22.535,19.431,3.484,4.968,8.740,11.949,5.445
6.595,7.454,0.193,0.939,20.194,10.461,10.562,2.892,39.150,1.522
2.366,5.844,24.261,4.463,7.557,9.086,0.566,13.802,0.692,4.361
7.349,15.149,2.283,13.324,9.590,5.731,5.144,2.796,20.750,14.480
8.955,27.386,21.511,23.264,12.033,41.089,28.422,5.043,0.872,16.931
41.421,8.566,4.180,1.856,15.112,2.932,22.789,2.597,6.905,13.438
11.215,16.847,1.320,5.741,10.860,4.740,16.809,3.187,11.893,25.145
7.254,14.785,17.512,2.872,8.765,1.787,13.467,29.590,0.624,9.454
9.816,22.170,21.777,8.728,18.504,17.784,9.598,25.682,9.061,22.613
18.671,14.173,1.458,22.624,14.202,6.599,7.756,10.006,5.436,24.961
0.549,14.042,35.865,9.152,0.737,5.164,4.740,39.026,28.804,24.533
14.564,42.795,16.927,20.586,2.871,44.979,8.831,0.686,10.632,2.216
16.992,24.425,20.346,24.256,22.396,39.224,15.699,18.489,2.204,25.364
3.682,15.924,0.987,0.613,18.713,3.700,3.576,17.581,0.846,3.403
1.372,2.006,12.895,4.578,0.523,0.780,15.352,1.374,17.674,0.808
0.243,0.861,1.083,5.713,8.921,23.512,1.637,12.451,5.984,1.525
15.457,1.005,5.649,16.072,37.481,0.599,10.426,6.439,6.105,1.339
13.553,5.009,19.809,10.574,9.806,2.782,10.618,2.650,9.643,29.970
38.147,20.738,2.328,0.920,6.243,25.382,24.053,26.595,14.321,9.641
7.005,31.152,20.620,24.331,0.879,5.741,2.221,13.107,19.635,11.496
13.308,33.685,5.268,28.732,8.536,17.479,2.285,0.643,25.731,7.173
2.116,19.707,26.777,3.328,8.014,5.862,11.147,0.246,5.851,10.990
2.370,27.128,16.515,20.179,23.767,22.632,23.632,3.482,15.142,18.720
11.492,27.263,48.629,14.550,15.861,8.317,5.820,1.314,8.232,0.837
4.808,3.651,22.594,1.662,12.432,19.925,21.872,1.974,8.839,7.607
1.953,7.912,8.095,10.690,0.825,1.066,11.369,4.085,11.794,3.926
1.056,9.437,32.824,1.055,14.980,24.704,22.448,21.551,8.700,2.987
1.266,29.647,15.319,21.468,1.765,5.181,0.247,27.487,24.146,21.118
15.769,43.752,0.254,25.796,22.303,17.306,24.054,25.584,1.481,35.743
0.537,8.207,16.786,3.133,2.642,16.677,2.608,19.195,7.217,5.241
4.363,0.676,2.624,15.850,2.657,42.458,1.536,18.414,3.463,18.748
2.380,25.890,0.219,3.413,0.321,33.381,9.791,3.516,11.509,18.465
2.256,6.570,3.784,12.510,12.196,17.957,4.710,6.080,6.950,2.009
9.594,11.329,44.926,2.142,5.300,41.236,2.603,3.989,24.226,14.514
12.010,10.171,10.098,6.368,4.765,4.125,11.654,37.145,25.158,29.101
45.414,24.823,4.565,3.032,7.759,14.885,6.645,1.418,36.667,0.529
8.151,1.875,22.522,18.020,6.682,12.902,0.056,25.570,2.500,10.358
40.612,4.331,8.337,12.480,0.154,3.063,3.613,0.905,6.423,16.086
36.284,2.685,22.910,0.040,7.926,15.152,5.020,1.948,1.610,6.294
2.455,8.388,14.790,41.768,4.623,21.867,6.512,11.693,11.141,3.806
3.119,9.316,0.172,15.639,12.690,2.193,1.191,18.671,4.433,19.599
28.165,17.519,26.996,5.061,5.367,10.700,4.854,27.732,1.916,3.028
5.692,30.800,13.932,43.260,16.014,36.832,6.452,5.332,13.265,8.335
4.162,16.681,5.331,19.879,3.476,34.848,17.404,2.950,12.392,3.998
21.235,4.839,8.525,1.154,41.297,0.722,1.464,12.082,0.270,16.112
3.283,27.576,0.486,18.382,25.768,8.562,5.502,8.945,10.706,11.549
30.824,5.639,0.092,1.322,14.155,0.009,27.134,0.895,10.776,0.619
15.578,5.342,25.155,0.064,2.251,3.371,8.617,0.913,1.000,11.257
13.812,12.553,5.868,6.022,0.287,20.449,0.826,18.299,23.809,2.745
13.435,3.022,13.578,6.967,1.164,4.246,2.755,0.783,29.860,0.288
17.832,6.701,8.901,12.807,22.487,18.002,18.911,13.347,40.086,1.583
2.685,8.801,30.324,0.069,9.004,4.643,0.765,20.755,3.186,2.416
13.299,5.558,18.273,18.157,7.194,5.049,1.593,7.269,10.135,4.988
0.440,28.762,14.787,39.088,17.293,23.717,6.266,1.369,1.813,1.931
2.435,0.919,7.174,5.025,26.814,24.453,12.690,37.386,3.590,0.087
10.001,0.135,5.871,0.470,14.945,1.658,14.388,0.905,7.487,2.990
10.120,25.156,25.254,0.198,16.593,9.025,18.046,5.878,26.576,8.669
10.366,1.811,7.304,24.475,2.741,2.778,18.031,22.952,0.784,2.879
2.231,6.844,17.461,25.637,4.341,2.460,41.088,1.247,1.677,21.839
0.059,7.027,0.705,7.231,20.036,6.690,20.925,27.496,10.741,35.349
11.876,1.022,17.111,20.930,3.585,8.686,23.918,37.434,3.549,0.449
7.467,8.585,5.280,22.283,5.147,4.447,31.919,2.005,3.953,13.505
18.390,12.272,1.195,27.114,41.757,17.051,1.983,16.398,13.221,7.158
24.470,48.313,4.561,3.269,19.780,11.825,5.092,14.500,1.192,25.406
0.953,4.671,5.293,0.595,7.614,0.620,11.793,5.776,0.436,25.442
0.910,22.492,4.349,21.952,0.816,11.149,46.463,24.569,1.897,9.310
5.953,4.510,3.995,21.677,3.299,4.562,1.141,9.563,22.751,42.711
4.516,18.410,0.910,1.855,3.896,21.314,1.219,12.325,1.729,23.110
9.289,19.628,7.369,28.477,11.414,3.294,38.302,11.629,14.576,35.367
38.880,35.551,2.989,1.136,24.609,15.707,6.339,16.489,40.880,14.052
10.769,4.824,11.045,20.401,17.114,6.457,6.000,37.134,17.011,36.643
12.094,22.291,5.526,9.122,6.828,0.010,1.823,2.764,25.411,18.650
0.888,12.622,16.580,0.793,10.492,6.471,10.794,9.532,2.555,3.037
42.158,3.428,5.719,15.374,19.661,11.054,12.498,10.526,0.561,9.815
27.645,0.621,31.630,45.621,1.519,27.283,22.135,2.015,13.888,3.360
43.300,10.254,0.318,0.760,12.524,33.087,3.029,0.052,6.930,1.698
30.451,2.742,28.887,27.515,15.689,31.326,2.645,10.232,6.288,20.454
26.399,0.248,1.687,0.803,17.938,6.048,27.717,4.975,23.093,27.364
1.631,5.817,0.461,22.239,12.776,7.473,0.036,20.466,1.874,10.481
1.782,14.398,12.708,17.503,24.102,2.970,2.106,1.982,1.825,1.446
6.376,8.421,21.878,16.220,19.822,9.514,1.883,3.452,9.898,4.273
5.263,20.631,23.963,2.520,21.416,13.758,37.343,8.518,10.512,4.462
16.078,7.056,5.096,38.495,13.963,4.524,14.656,8.737,1.436,3.579
